,App,Size,Price,user_rating,Ratings,cont_rating,Genre,language
5606,現金製造ロボ -毎日コツコツ3万円稼ぐ-,29755392,0.0,0,0.0,17+,Finance,1
5607,Zen,58142720,0.0,298,4.5,4+,Health & Fitness,3
5608,NumberQ,71362560,0.0,0,0.0,4+,Games,2
5609,BLOCK(ブロック) -ぼくの箱庭【3D】-,210988032,0.0,0,0.0,4+,Games,1
5610,Tap Tap Trillionaire,142701568,0.0,1595,4.5,4+,Games,1
5611,YANKAI'S TRIANGLE,58137600,1.99,61,4.5,9+,Games,1
5612,Thomas & Friends™: Read & Play,83994624,0.0,30,4.0,4+,Entertainment,1
5613,Golf Ball Locator,3899392,3.99,38,2.0,4+,Sports,31
5614,The Bug Butcher,720882688,3.99,153,4.0,12+,Games,6
5615,Riptide GP: Renegade,107640832,2.99,412,4.5,9+,Games,1
5616,Steve - The Jumping Dinosaur Widget Arcade Game,26888192,0.0,7751,4.5,4+,Games,3
5617,出会い系無料で遊べるsnsアプリ内緒チャットトーク,14261248,0.0,0,0.0,17+,Social Networking,1
5618,Messenger for WhatsApp - Pro App,709632,1.99,6,2.5,4+,Business,10
5619,迷你屠龙传(1.76经典休闲挂机版),34243584,0.99,1,5.0,17+,Games,1
5620,Versus - Multiplayer Game (2 players),60761088,0.0,1,5.0,4+,Games,4
5621,iLive Pro - Live Wallpapers for iPhone 7,1700864,0.99,9,3.0,4+,Lifestyle,2
5622,Bow Hunt Simulator,52435968,1.99,8,2.5,12+,Sports,1
5623,TohTum,75922432,0.0,110,4.0,4+,Games,1
5624,Ball Tower,124923904,0.0,67,3.5,4+,Games,1
5625,Ｘ:15秒の人気 アクション ゲーム,131354624,0.0,0,0.0,4+,Games,1
5626,Farming PRO 2016,340319232,4.99,133,4.0,4+,Games,1
5627,Lewandowski: Football Star,337468416,0.0,385,5.0,4+,Games,1
5628,Dino Tales Jr – storytelling for young minds,261073920,2.99,19,3.0,4+,Education,6
5629,Catholic Emoji,15938560,1.99,26,3.0,4+,Lifestyle,1
5630,Growing Pug,54922240,0.99,1194,4.0,4+,Games,1
5631,ThemeWave,7177216,3.99,24,1.0,4+,Lifestyle,1
5632,スマイルパーク 〜らくらく放置系遊園地ゲーム〜,100164608,0.0,0,0.0,4+,Games,2
5633,"Hair Fashion™ - Girls Makeup, Dressup and Makeover Games",100937728,0.0,197,4.0,4+,Games,1
5634,Horror Story 2016　こわい話,29597696,0.0,0,0.0,12+,Book,1
5635,Test your color IQ！カラーIQ診断テスト,16444416,0.0,0,0.0,17+,Entertainment,1
5636,Toca Dance Free,87115776,0.0,149,4.0,4+,Education,18
5637,Battlefleet Gothic: Leviathan,420435968,9.99,147,4.0,9+,Games,1
5638,Grim Tales: Threads of Destiny - A Hidden Object Mystery (Full),847803392,6.99,70,4.5,9+,Games,5
5639,Wonderball - One Touch Endless Ball Arcade Action,192527360,0.0,180,4.5,4+,Games,6
5640,Chimeras: The Signs of Prophecy - A Hidden Object Adventure (Full),639434752,6.99,71,4.5,9+,Games,4
5641,Fill - one-line puzzle game,72433664,0.0,15,4.5,4+,Games,2
5642,陌爱-最in全民交友神器！同城寂陌陌生帅哥美女视频聊天约会平台,30503936,0.0,0,0.0,17+,Lifestyle,8
5643,感動アプリ！無料ゲーム Japanese Gacha,77325312,0.0,3,4.0,12+,Games,2
5644,Behind You!!,52901888,0.0,40,5.0,9+,Games,12
5645,Dead In Bermuda,615608320,4.99,24,3.5,12+,Games,1
5646,Teenage Mutant Ninja Turtles: Half-Shell Heroes,357215232,3.99,20,4.0,4+,Education,1
5647,Marmiton Twist,32745472,0.0,2,4.5,4+,Food & Drink,1
5648,"That Dragon, Cancer",3856588800,4.99,132,4.5,12+,Games,1
5649,My Boo Town - Create your own Village of Boos,118087680,0.0,1829,4.5,4+,Games,4
5650,OctoPie - a Game Shakers App,264453120,0.0,374,4.0,4+,Games,13
5651,Gboard — a new keyboard from Google,125534208,0.0,8873,4.0,4+,Utilities,23
5652,Aeronaut,76222464,0.0,15,3.5,4+,Games,1
5653,陌爱神器-不闲聊！陌生人快速约见面平台,44841984,0.0,0,0.0,17+,Social Networking,1
5654,slither.io,32516096,0.0,107817,3.5,4+,Games,1
5655,陌恋-同城高颜值寂寞美女帅哥激情交友聊天神器！,28471296,0.0,1,1.0,17+,Lifestyle,8
5656,心がラクになる後ろ向き名言100選,93907968,0.0,0,0.0,12+,Book,1
5657,MOBIUS FINAL FANTASY,138045440,0.0,3640,4.5,12+,Games,1
5658,"Princess Pet Palace: Royal Pony - Pet Care, Play & Dress Up",194273280,0.0,74,4.5,4+,Games,1
5659,出会うカメ,67683328,0.0,0,0.0,4+,Games,1
5660,Kids Play Club - Fun Games & Activities,119285760,0.0,73,4.0,4+,Games,11
5661,The Hero Project: Redemption Season,39504896,4.99,183,4.5,12+,Games,1
5662,"Play-Doh TOUCH - Shape, Scan, Explore",323988480,0.0,126,3.5,4+,Games,23
5663,Back To Square One,128863232,0.0,310,4.5,9+,Games,1
5664,Pixel Cup Soccer 16,66974720,2.99,1024,4.5,4+,Games,1
5665,Puzzle Game for Brain Training -KITINTO-,108787712,0.0,0,0.0,4+,Games,5
5666,"real happy majiang-all stars majiang,mahjong",74841088,0.0,0,0.0,12+,Games,1
5667,Mr.Luma's Super Flight,60838912,0.99,0,0.0,4+,Education,1
5668,MobileFamilyTree 8,71076864,17.99,19,3.5,4+,Productivity,15
5669,お解きなさい！,9191424,0.0,0,0.0,4+,Book,1
5670,Pixelgrams: Pixel Puzzles,83761152,0.0,156,4.0,9+,Games,1
5671,Monster Super League,163893248,0.0,10368,5.0,12+,Games,11
5672,Dark Souls III Map Companion,38604800,2.99,11,3.5,4+,Reference,1
5673,One Fish Two Fish Red Fish Blue Fish - Read & Learn - Dr. Seuss,61212672,3.99,13,4.5,4+,Book,1
5674,Horton Hears a Who! - Read & Play - Dr. Seuss,93196288,3.99,5,4.5,4+,Book,1
5675,Vice Lipstick,142598144,0.0,31,3.5,12+,Lifestyle,1
5676,UA Shop by Under Armour,202311680,0.0,741,4.5,4+,Shopping,1
5677,Albert & Otto,262772736,1.99,62,3.0,9+,Games,1
5678,Monster Girls Creator Catch em for Pokémon fans,87511040,0.0,2374,4.5,4+,Games,1
5679,Flying Car Driving Simulator Free: Extreme Muscle Car - Airplane Flight Pilot,69772288,0.0,1882,4.5,4+,Games,1
5680,Soccer Hit,175507456,0.0,309,4.0,4+,Games,1
5681,豪快ショット連発！爽快卓球ゲーム「サァァァ！」,43154432,0.0,0,0.0,4+,Sports,2
5682,Eyes Cube,120737792,0.0,69,4.0,4+,Games,7
5683,妖怪别跑,205922304,0.99,0,0.0,9+,Games,1
5684,カテエネ×Shufoo！,6210560,0.0,0,0.0,17+,Lifestyle,1
5685,レアジョブ瞬間中学英単語 | リスニングやTOEICの基礎学力にも,90980352,0.0,0,0.0,4+,Education,31
5686,Dice Mania - Play Free Online Classic Board Game with Friends,50235392,0.0,20,4.5,12+,Games,3
5687,Coloring Book for Me - Coloring pages for adults,109358080,0.0,7692,4.5,4+,Entertainment,20
5688,Incredibox,66006016,3.99,472,4.5,4+,Games,5
5689,Civil War: 1861,203193344,1.99,6,5.0,12+,Games,0
5690,PewDiePie's Tuber Simulator,266766336,0.0,90851,5.0,9+,Games,17
5691,Master For Minecraft Pocket Edition - Ultimate Guide For PE,12679168,1.99,195,4.0,4+,Utilities,1
5692,TRUMP'S WALL - Build it Huge,54270976,0.0,1278,4.0,12+,Games,1
5693,輪ゴムでシュート！ - 無料で遊べるミニゲーム,301379584,0.0,0,0.0,9+,Games,1
5694,Simple Habit,134466560,0.0,2494,5.0,4+,Health & Fitness,1
5695,2代目 Nソウル みそぽん,21346304,0.0,0,0.0,4+,Games,2
5696,SteamWorld Heist,242657280,9.99,277,4.5,9+,Games,1
5697,Sugar Slide: The Path Home,166046720,0.0,365,4.5,4+,Games,1
5698,Through The Fog!,186491904,0.0,216,4.0,4+,Games,23
5699,Escape from the wedding hall.,108348416,0.0,9,4.0,4+,Games,1
5700,Moomijis Moomin Stickers,19173376,0.99,5,3.0,4+,Utilities,1
5701,"Girls PJ Party - Dress Up, Spa & Fun",253245440,0.0,621,4.0,4+,Games,11
5702,Extreme Heavy Trucker Parking Simulator,224924672,0.0,44,4.0,4+,Games,1
5703,Krome Studio Service Plus,32825344,1.99,269,3.5,4+,Photo & Video,1
5704,Impossible Goal 3D,179884032,0.0,0,0.0,4+,Games,1
5705,DARUMA -目玉を転がして入れてください-,132957184,0.0,0,0.0,4+,Games,1
5706,はじめん　～はじめとつくる動画生活～,172704768,0.0,0,0.0,9+,Games,1
5707,A New Life,105390080,0.99,17,3.0,12+,Games,1
5708,Notice for smartwatch,1044480,4.99,146,1.0,4+,Utilities,1
5709,Quiz Tales,239486976,0.0,129,4.0,4+,Games,2
5710,"Pony Princess Academy - Dress Up, Style, Feed & Care for Ponies Game",246378496,0.0,168,4.5,4+,Games,11
5711,"Dream Diary - My Life, My Adventure!",83220480,0.0,390,4.0,4+,Games,11
5712,Baby Twins - Terrible Two,121673728,0.0,710,4.0,4+,Games,11
5713,Daddy's Little Helper - Messy Home Adventure,106568704,0.0,270,4.0,4+,Games,11
5714,Candy Makeup - Sweet Salon Game for Girls,127670272,0.0,575,4.0,4+,Games,11
5715,Candy's Carnival,113391616,0.0,86,4.0,4+,Games,2
5716,"iAnnotate 4 - read, markup and share PDFs and more",29554688,9.99,353,3.5,4+,Productivity,1
5717,NFL Draft - Fan Mobile Pass,62576640,0.0,32,2.0,4+,Sports,4
5718,The Secret Elevator,1395615744,0.99,64,3.5,9+,Games,2
5719,Steppy Pants,166893568,0.0,12506,4.5,9+,Games,13
5720,BOO! - Video chat camera with filters & stickers,112069632,0.0,1805,4.0,9+,Social Networking,1
5721,更加令人感动的养成游戏「昭和杂货店物语２」,227135488,0.0,87,5.0,4+,Games,1
5722,Kungfu Street-Ultimate Fight,25918464,0.0,0,0.0,12+,Games,1
5723,US Presidential Election 2016 - Polls,41600000,0.0,28,1.5,12+,News,1
5724,It's a Space Thing,54069248,0.0,145,4.5,9+,Games,1
5725,Cleanz - Clean up Your Photo Library,12622848,1.99,12,3.5,4+,Photo & Video,9
5726,Lifeline: Whiteout,71406592,1.99,4327,4.5,9+,Games,8
5727,成金電鉄-超ハマる放置系ゲーム,472088576,0.0,0,0.0,9+,Games,1
5728,冒険ディグディグ（ドット絵ｘ放置ｘ冒険RPG）,58178560,0.0,0,0.0,9+,Games,1
5729,Pokémon GO,290762752,0.0,257627,3.0,9+,Games,8
5730,Flappy Hoopers: The Shooting Basketball Players,21773312,0.0,216,4.5,4+,Games,1
5731,Goo Saga,121143296,1.99,20,3.5,4+,Games,1
5732,Championship Manager 17,82527232,0.0,154,4.0,12+,Games,1
5733,Block Sky War (Luck of the Draw) : Mini Game With Worldwide Multiplayer,108449792,0.99,67,4.0,12+,Games,1
5734,"SwapperFace - Face Swap Free, Live Mask Effects",117949440,0.0,2,4.5,9+,Photo & Video,11
5735,Melody Jams,232676352,2.99,81,4.0,4+,Games,1
5736,FIFA Mobile Soccer,87408640,0.0,15365,4.0,4+,Games,17
5737,脱出ゲーム　Night Room,218039296,0.0,1,5.0,4+,Games,1
5738,Hoverboard Simulator - Night Drive,23927808,0.0,360,3.5,4+,Games,1
5739,高清影视-大片免费天天看,18254848,0.0,0,0.0,17+,Utilities,2
5740,Smart Baby ABC Games: Toddler Kids Learning Apps,41485312,2.99,6,5.0,4+,Games,9
5741,VR RollerCoaster for Cardboard,127228928,2.99,7,4.5,4+,Games,1
5742,无双小师妹-登录送橙将,681596928,0.0,0,0.0,12+,Games,1
5743,Roof Jumping 3 Stunt Driver Parking Simulator an Extreme Real Car Racing Game,283409408,0.0,88,4.0,4+,Games,1
5744,My PlayHome Hospital,221880320,2.99,689,4.5,4+,Entertainment,18
5745,Survivor: Prologue,55823360,0.0,2,5.0,12+,Games,4
5746,Crazy Love Story - Wedding Dreams,135127040,0.0,337,4.0,4+,Games,11
5747,Nike+,149407744,0.0,5464,5.0,4+,Shopping,1
5748,Make7! Hexa Puzzle,112582656,0.0,3336,4.5,4+,Games,1
5749,KIXIFY - Buy & Sell Sneakers,50725888,0.0,1735,5.0,4+,Shopping,31
5750,Block! Hexa Puzzle,132425728,0.0,28524,4.5,4+,Games,1
5751,ひみつの出会い探しはバクアイ-無料の出会いチャットアプリで友達作り,8456192,0.0,13,5.0,17+,Social Networking,1
5752,【完全無料】おとな専用！出会い掲示板,3217408,0.0,0,0.0,17+,Social Networking,0
5753,大学生のための時間割,30629888,0.0,0,0.0,4+,Education,1
5754,秒速,13033472,0.0,0,0.0,4+,Games,2
5755,スカッと！脳トレ！ピッといん〜頭がよくなるブロックパズルゲーム〜,34933760,0.0,0,0.0,4+,Games,1
5756,Rio 2016 Olympic Games,237578240,0.0,1850,4.5,4+,Games,14
5757,You勇者 -HIKAKINとSEIKIN(ヒカキンとセイキン)と無料ロールプレイング,45509632,0.0,0,0.0,4+,Games,1
5758,Ninja Dude vs Zombies - endless tap 'n' slash zombie arcade game,83969024,0.0,104,4.0,12+,Games,10
5759,Football Manager Mobile 2017,1249507328,8.99,55,4.0,4+,Games,1
5760,Football Manager Touch 2017,3465451520,19.99,61,4.0,4+,Games,1
5761,The Infinite Arcade by Tinybop,211762176,2.99,75,4.0,4+,Education,58
5762,Vectradius,24117248,0.99,70,4.5,9+,Games,1
5763,Cognition Game,183614464,2.99,18,4.5,9+,Games,1
5764,Go Pug Go,65866752,0.0,184,4.5,4+,Games,31
5765,ぷかぷか,16136192,0.0,0,0.0,4+,Games,2
5766,ゲームセンター倶楽部,111177728,5.99,1,5.0,9+,Games,1
5767,Princess Libby's Perfect Beach Day,139961344,0.0,98,3.5,4+,Games,2
5768,任务客,28395520,0.0,0,0.0,17+,Entertainment,2
5769,Evo Explores,165360640,1.99,81,4.5,4+,Games,1
5770,Cheer Updates,33499136,1.99,98,2.0,4+,Sports,1
5771,Caterzillar,73056256,2.99,256,4.5,4+,Games,8
5772,Lifeline: Crisis Line,69201920,1.99,167,4.0,9+,Games,6
5773,口袋电玩-经典街机游戏真人秀版•玩转全民疯狂欢乐火拼炸诈扎金花送斗牛牛麻将VIP,45176832,0.0,0,0.0,12+,Games,1
5774,彩库宝典-【官方版】,57025536,0.0,0,0.0,17+,Reference,2
5775,蜀山诛魔纪-古装恋爱仙侠动作手游·MMO端游品质,322576384,0.0,1,5.0,4+,Games,1
5776,もじさがし,23536640,0.0,0,0.0,4+,Games,10
5777,Google Allo — smart messaging,171962368,0.0,862,3.5,17+,Social Networking,68
5778,Coin Dozer: Casino,151451648,0.0,2024,5.0,12+,Games,1
5779,Apple TV Remote,12637184,0.0,1651,2.5,4+,Entertainment,34
5780,Google Duo - simple video calling,44514304,0.0,1033,4.0,4+,Social Networking,74
5781,Battleborn® Tap,127321088,0.0,1974,4.5,12+,Games,5
5782,【完全無料】ソク出会える！ひみつフレ探し掲示板,13287424,0.0,0,0.0,17+,Social Networking,1
5783,Steps! - Hardest Action Game Ever!,94791680,0.0,13,4.5,4+,Games,1
5784,Fish Mania™,141017088,0.0,6038,5.0,4+,Games,12
5785,MagiMobile – Mighty Magiswords Collection App,149731328,0.0,553,3.5,9+,Entertainment,1
5786,Tap Tap Builder,148815872,0.0,999,4.5,4+,Games,1
5787,Servers the Hunger Games Edition for Minecraft Pocket (PvP Multiplayer Servers for PE),8644608,1.99,89,3.5,12+,Utilities,1
5788,S ou SS,4824064,2.99,0,0.0,4+,Education,1
5789,Slots: Hot Vegas Slot Machines - Free Slot Games,163115008,0.0,3938,5.0,12+,Games,10
5790,Trump On The Run,84445184,0.0,2025,3.5,4+,Games,1
5791,Beyond 14,99192832,0.0,426,4.5,4+,Games,6
5792,Basketball Free Throw,111248384,0.0,24,4.0,4+,Games,11
5793,NOW直播—腾讯旗下全民直播平台,113596416,0.0,0,0.0,17+,Social Networking,1
5794,Tina's Diary: Spring Outing,97122304,0.0,134,4.5,4+,Games,2
5795,CRAZY CRAFT MOD EDITION FOR MINECRAFT PC GAME MODE,11585536,0.99,287,3.5,9+,Entertainment,1
5796,Diced - A Simple Puzzle Dice Game,54171648,0.0,53,4.5,4+,Games,1
5797,ぱちモンパズル〜簡単無料パズルRPGゲーム,66735104,0.0,0,0.0,9+,Games,2
5798,Tomb Journey (Ancient ruins fantasy adventure),77178880,0.99,126,5.0,9+,Games,1
5799,VEHICLES & WEAPONS MODS for Minecraft Pc Guide,24669184,1.99,450,4.0,12+,Entertainment,26
5800,Deer Calls & Deer Sounds for Deer Hunting - BLUETOOTH COMPATIBLE,53362688,2.99,1,4.0,4+,Sports,1
5801,Clash of Queens: Dragons Rise,167815168,0.0,820,4.5,9+,Games,16
5802,Fancy Cakes - Endless Tasty Puzzle,209037312,0.0,147,4.5,4+,Games,18
5803,Mad City Gangs: Nice City,164147200,0.0,294,2.5,12+,Games,1
5804,Juggernaut Champions,146553856,0.0,1193,4.5,9+,Games,9
5805,Sweet Princess Makeup Party - Girls Dressup Games,95408128,0.0,109,4.0,4+,Games,2
5806,50 50 - The Addictive Slicing Game,245484544,0.0,2998,4.5,4+,Games,1
5807,Raccoon Pizza Rush,253734912,0.0,69,4.5,9+,Games,1
5808,Flying Police Car Driving Simulator Free: Criminal Craft Chase,70970368,0.0,422,4.0,9+,Games,1
5809,First Year Demons,68433920,1.99,9,2.0,9+,Games,1
5810,Trolls: Crazy Party Forest!,312641536,0.0,1260,4.0,4+,Games,11
5811,VR Flight Simulator for Google Cardboard,73867264,0.0,180,3.0,12+,Games,1
5812,My Town : Wedding Day,409982976,2.99,95,4.0,4+,Entertainment,1
5813,Mahjong Treasure Quest,122580992,0.0,6557,4.5,4+,Games,6
5814,Sushi Go!,89600000,4.99,145,4.5,4+,Games,16
5815,Jumpy Tree,184512512,0.0,160,4.5,4+,Games,6
5816,BBC Colouring: Doctor Who,91060224,1.99,19,3.0,4+,Entertainment,1
5817,Iron Maiden: Legacy of the Beast,270031872,0.0,2152,4.5,12+,Games,1
5818,女子力たったの５、ゴミずら◇恋愛xイケメン育成+放置げー！無料の育成・恋愛・放置ゲーム～,61911040,0.0,0,0.0,9+,Games,1
5819,ダニエル！！今はフリーキック中よ！,130876416,0.0,0,0.0,12+,Games,1
5820,Princess Swimming & Spa - Girls Beauty Game FREE,72358912,0.0,21,4.0,4+,Games,2
5821,"Slots Real Las Vegas - Free Casino Slot Machine Games - Bet, Spin and Win Jackpot & Bonus",60484608,0.0,115,4.5,17+,Games,1
5822,Craftmoji - the cute craft sticker App,39272448,0.99,27,1.5,12+,Entertainment,1
5823,Todrick,18373632,0.99,1,5.0,12+,Social Networking,1
5824,魔灵觉醒（王者归来）- 3D新职业魔剑士降临,362543104,0.0,0,0.0,9+,Games,1
5825,脱出ゲーム　研究所からの脱出,177694720,0.0,1,1.0,4+,Games,1
5826,Crazy Craft Mod Guide for Minecraft Pc :Complete and Ultimate for Players,64715776,1.99,69,1.5,4+,Games,1
5827,VR Viewer,45782016,0.99,14,3.0,4+,Photo & Video,2
5828,Sports Hero,80888832,0.0,343,4.0,4+,Games,1
5829,Heuristic Shakespeare - The Tempest,233176064,5.99,85,5.0,4+,Education,1
5830,DM2 - The Drum Machine,93433856,4.99,40,4.5,4+,Music,1
5831,Color Dotz,17227776,0.0,326,3.5,4+,Games,1
5832,"Warhammer 40,000: Regicide",754333696,0.99,157,3.5,17+,Games,1
5833,ビッグバン チャット-友達作り ひま友チャット,44267520,0.0,0,0.0,17+,Entertainment,1
5834,Treasure Buster,41987072,0.99,53,4.5,12+,Games,1
5835,东西战神,352692224,0.0,0,0.0,9+,Games,1
5836,Tap Smiths,141621248,0.0,5112,4.5,4+,Games,1
5837,ひとたがやし,56503296,0.0,0,0.0,12+,Games,1
5838,Dead Reckoning: The Crescent Case - A Mystery Hidden Object Game (Full),967158784,6.99,58,4.0,9+,Games,4
5839,Mahjong Solitaire Star! Your Favorite Game!,60092416,0.0,2731,4.5,4+,Games,1
5840,Punished Talents: Stolen Awards HD - A Mystery Hidden Object Game (Full),926931968,6.99,45,3.5,9+,Games,3
5841,European Mystery: Flowers of Death HD (Full),1131868160,6.99,68,3.5,9+,Games,3
5842,Sable Maze: Soul Catcher HD - A Mystery Hidden Object Game (Full),1233047552,6.99,38,3.5,9+,Games,3
5843,PP基金理财-灵活存取的高收益金融理财平台,29420544,0.0,0,0.0,4+,Finance,2
5844,Alternative Girls,207391744,0.0,29,5.0,12+,Games,1
5845,Dropple,204987392,0.0,243,4.5,4+,Games,27
5846,Magic Legion - Age of Heroes,238582784,0.0,517,4.5,12+,Games,9
5847,He-Man™ Tappers of Grayskull™,446764032,0.0,2190,4.5,9+,Games,12
5848,のび毛,30200832,0.0,0,0.0,4+,Games,2
5849,Dinotrux: Trux It Up!,377004032,1.99,34,4.0,4+,Entertainment,14
5850,Trailer Truck Parking with Real City Traffic Car Driving Sim,341624832,0.0,173,4.5,4+,Games,1
5851,BiBi娱乐社区 - 好玩的游戏都在这里！,50778112,0.0,0,0.0,17+,Social Networking,1
5852,Castles of Mad King Ludwig,89542656,6.99,272,4.5,4+,Games,1
5853,Dots & Co: A New Puzzle Adventure,180679680,0.0,10693,4.5,4+,Games,1
5854,Blocko.,20145152,1.99,182,4.0,4+,Games,18
5855,Jigsaw Puzzle for Brain Training -PITATOY-,92101632,0.0,0,0.0,4+,Games,5
5856,Solitaire ∞,67928064,0.0,2865,5.0,4+,Games,14
5857,enzo!,13344768,1.99,220,3.5,4+,Games,1
5858,Cars & Vehicles Puzzle Game for toddlers HD - Children's Smart Educational Transport puzzles for kids 2+,49201152,2.99,2,3.0,4+,Games,9
5859,多融理财(Pro版)-12%高收益理财投资平台,28964864,0.0,0,0.0,17+,Finance,1
5860,Music and Chill,28763136,0.0,135,4.0,4+,Music,1
5861,HorseMoji: Equestrian Emoji,16315392,1.99,58,2.0,4+,Entertainment,1
5862,Curious George Train Adventures,204338176,0.99,26,3.5,4+,Education,1
5863,Gmojiz,73951232,1.99,95,3.0,17+,Entertainment,1
5864,Pikazo – AI art that YOU control,84549632,0.0,56,4.0,4+,Photo & Video,24
5865,OffRoad Drive Desert,341455872,1.99,46,4.0,4+,Games,1
5866,Hidden Expedition: Dawn of Prosperity - A Mystery Hidden Object Game (Full),862396416,6.99,58,4.5,9+,Games,5
5867,Bud Farm: Grass Roots,65891328,0.0,6523,4.5,17+,Games,1
5868,少年勇者团 (Combo Warrior)-日系Q萌即时战斗消除RPG手游,576397312,0.0,0,0.0,9+,Games,1
5869,My Majesty,200294400,0.0,140,3.0,12+,Games,1
5870,Police Sniper Prison Guard,225862656,0.0,349,4.0,17+,Games,1
5871,Mystery Trackers: Paxton Creek Avengers - A Mystery Hidden Object Game (Full),1008609280,6.99,67,4.0,9+,Games,5
5872,Aurora - Puzzle Adventure,111938560,1.99,31,4.5,4+,Games,1
5873,TLC GO - Watch Full Episodes and Live TV,32314368,0.0,708,3.0,12+,Entertainment,1
5874,Starbucks Keyboard,36112384,0.0,457,3.0,4+,Food & Drink,1
5875,Mystery Case Files: Ravenhearst Unlocked - A Hidden Object Adventure (Full),1354634240,6.99,82,4.5,9+,Games,5
5876,Lush Cosmetics,51459072,0.0,164,4.0,4+,Shopping,2
5877,Billiards8 (8 Ball & Mission),315748352,0.0,0,0.0,4+,Games,2
5878,The Island:Brave Heart,175841280,0.99,7,3.0,12+,Games,3
5879,Spot the Difference!診断テスト,16202752,0.0,0,0.0,17+,Entertainment,1
5880,Catch the Bus,371298304,0.0,10,3.0,4+,Games,1
5881,Worm.is: The Game,81690624,0.0,1433,4.5,9+,Games,16
5882,Civil War: Bloody April,228435968,1.99,24,2.0,12+,Games,1
5883,Runaway Toad,235554816,2.99,22,4.0,4+,Games,11
5884,Snake Slither Run - Hungry Worm Eat Color Dot,35186688,0.0,9034,4.5,4+,Games,16
5885,Skateboard Party 3 ft. Greg Lutzka,1478030336,1.99,36,4.5,9+,Games,11
5886,ピンポンカーブ  君の反射神経Lvはいくつ？  #天才求ム,128066560,0.0,0,0.0,4+,Games,0
5887,Relay – Multiple Location Maps,20145152,1.99,17,3.5,4+,Travel,1
